sale_id,product_id,warehouse_id,sale_date,quantity_sold,revenue
162,242,4,2026-07-15,21,10981.11
163,431,6,2025-05-24,12,1347.6
164,389,4,2026-01-23,11,3970.89
165,102,8,2026-03-05,15,16053.9
166,330,10,2025-08-30,23,5874.66
167,208,7,2025-06-12,16,5444.96
168,273,6,2026-01-24,10,3202.6
169,334,2,2026-09-20,23,12971.77
170,257,3,2025-12-16,19,20725.77
171,193,7,2026-01-23,6,2166.96
172,356,3,2026-12-28,12,9021.0
173,427,10,2025-03-04,18,13498.02
174,278,2,2025-04-14,5,135.65
175,350,10,2025-12-07,7,1538.67
176,72,7,2025-09-17,25,3179.25
177,338,6,2026-10-02,12,5969.76
178,169,6,2026-09-08,21,2799.51
179,356,1,2025-05-16,9,6765.75
180,493,7,2025-11-28,6,285.48
181,10,1,2026-05-04,20,19956.2
182,322,2,2025-05-02,22,14966.16
183,272,8,2025-05-15,15,4245.75
184,178,7,2025-04-03,6,2815.32
185,186,5,2025-08-08,17,10133.7
186,70,2,2026-08-26,3,1899.0
187,442,8,2025-03-27,11,6530.59
188,23,10,2025-02-11,19,12200.47
189,474,2,2025-08-13,21,16410.03
190,377,3,2025-02-18,13,6196.19
191,298,5,2026-08-13,3,1798.47
192,35,8,2025-07-21,8,2579.2
193,262,7,2025-12-31,6,3495.48
194,24,5,2025-11-29,11,425.92
195,26,1,2026-06-25,24,4015.2
196,41,10,2025-09-25,11,5026.45
197,481,9,2025-06-22,17,3381.81
198,368,9,2025-07-24,6,612.72
199,366,10,2025-01-11,4,2540.52
200,284,2,2025-11-30,14,3271.1
201,37,3,2026-12-24,24,23917.44
202,67,4,2026-10-14,18,6399.36
203,68,8,2025-05-09,16,15260.96
204,179,9,2026-12-23,22,7562.28
205,266,8,2026-04-03,14,5126.52
206,427,10,2026-11-05,21,15747.69
207,223,2,2026-09-21,7,3121.37
208,48,7,2025-02-08,16,10294.88
209,354,2,2025-12-05,10,3755.2
210,184,3,2026-10-02,2,2568.62
211,271,2,2026-11-12,24,6195.6
212,457,6,2025-12-22,12,14269.92
213,91,9,2025-12-26,21,12274.71
214,61,9,2025-04-26,7,2764.44
215,476,6,2026-05-17,20,16652.2
216,416,10,2025-08-06,6,2239.56
217,330,4,2025-04-22,13,3320.46
218,416,1,2026-09-01,12,4479.12
219,485,5,2026-05-31,5,2898.1
220,48,1,2025-04-06,12,7721.16
221,348,3,2025-07-26,10,9364.7
222,415,3,2025-03-24,11,3866.72
223,71,10,2026-04-08,5,2179.75
224,356,3,2025-10-12,5,3758.75
225,367,1,2025-10-15,1,460.04
226,97,5,2025-08-20,13,7650.63
227,134,10,2026-01-17,11,1969.77
228,38,5,2025-12-24,5,1891.85
229,3,5,2025-10-17,17,7296.06
230,167,8,2025-05-17,3,1474.8
231,412,7,2025-11-09,13,11882.52
232,289,1,2025-10-01,11,5478.22
233,435,9,2025-05-30,7,2214.17
234,182,9,2025-06-11,20,14615.6
235,142,3,2026-11-21,2,1252.7
236,80,3,2025-11-30,1,209.79
237,463,2,2026-02-25,2,1731.2
238,18,8,2025-08-25,14,9927.4
239,445,5,2025-03-08,19,2057.32
240,490,1,2026-01-04,3,280.5
241,169,1,2026-07-27,14,1866.34
242,202,1,2025-07-19,19,6197.61
243,154,7,2026-04-10,16,8004.64
244,68,8,2025-06-18,2,1907.62
245,369,10,2025-10-06,23,4907.74
246,497,7,2025-06-22,1,582.08
247,44,2,2025-10-22,14,17227.14
248,2,9,2026-12-01,10,10907.7
249,73,10,2025-08-16,12,2028.6
250,277,2,2025-06-15,22,19370.12
251,423,2,2025-01-05,12,7024.2
252,461,7,2025-11-27,4,397.48
253,382,6,2025-04-24,1,367.3
254,132,1,2025-05-21,9,3017.61
255,441,1,2025-10-20,19,15621.04
256,293,5,2025-08-22,23,11480.45
257,287,5,2026-11-11,4,1630.68
258,56,1,2025-04-09,6,7073.94
259,424,8,2026-07-14,17,4307.97
260,216,7,2026-05-16,10,2987.9
261,4,7,2026-04-28,18,11763.36
262,224,4,2026-07-25,24,9521.52
263,487,5,2026-06-11,25,20580.5
264,334,3,2025-12-14,4,2255.96
265,249,8,2025-06-04,18,20409.66
266,295,2,2026-05-07,23,473.34
267,109,5,2026-01-10,14,1723.26
268,482,4,2025-02-20,5,2059.7
269,85,2,2026-09-05,18,9486.9
270,252,9,2025-12-23,11,1996.72
271,451,8,2026-03-13,24,6837.84
272,211,1,2026-07-12,18,4665.6
273,42,9,2025-09-26,12,147.36
274,429,9,2026-12-18,22,4747.38
275,155,9,2026-02-08,4,290.04
276,119,1,2025-08-28,17,2760.12
277,150,8,2025-03-17,22,7775.46
278,112,3,2025-03-21,23,20437.34
279,70,5,2026-08-25,23,14559.0
280,263,10,2026-01-06,9,2789.1
281,177,10,2026-03-26,13,13118.95
282,144,4,2026-03-01,3,1694.64
283,60,2,2026-11-17,18,1928.52
284,496,7,2025-11-08,22,3343.56
285,46,4,2026-12-01,17,10798.57
286,55,8,2026-06-23,22,15240.94
287,379,1,2025-09-24,25,16965.0
288,25,8,2025-08-08,23,20269.44
289,17,1,2025-02-12,11,14960.33
290,126,10,2026-06-06,18,502.92
291,41,10,2025-04-22,7,3198.65
292,427,3,2025-02-21,17,12748.13
293,199,9,2025-07-20,23,17658.02
294,330,9,2025-10-15,12,3065.04
295,341,8,2025-07-26,5,359.25
296,469,6,2026-11-14,19,5074.52
297,335,9,2026-12-18,3,940.08
298,448,3,2026-08-30,18,19272.78
299,384,9,2026-06-08,5,3311.0
300,248,2,2026-07-04,1,344.02
301,264,9,2026-12-09,5,6710.7
302,203,6,2026-04-26,14,10546.9
303,301,8,2025-03-14,18,4115.52
304,97,7,2026-08-12,4,2354.04
305,256,1,2026-02-23,12,3898.68
306,124,1,2026-12-17,25,8989.75
307,310,2,2025-04-28,21,13093.29
308,240,5,2026-11-21,25,15994.0
309,315,2,2025-08-28,4,3007.84
310,185,4,2025-04-10,11,5037.45
311,24,7,2025-03-10,6,232.32
312,372,3,2026-09-16,2,1250.64
313,460,4,2026-09-21,2,1665.8
314,153,5,2025-07-15,17,11336.96
315,478,10,2025-04-22,12,7285.44
316,283,5,2026-05-29,21,7283.64
317,230,3,2026-06-18,9,5400.18
318,226,2,2025-12-11,25,21006.0
319,89,3,2025-01-24,25,6214.5
320,204,2,2025-08-20,8,1149.36
321,389,7,2026-05-20,13,4692.87
322,266,9,2026-02-27,19,6957.42
323,166,7,2026-10-05,16,4456.0
324,394,5,2025-12-27,9,792.81
325,480,4,2025-03-07,13,393.9
326,324,9,2026-05-11,1,620.74
327,309,2,2025-02-06,19,10328.02
328,352,2,2025-12-18,24,1871.04
329,176,6,2026-10-03,15,4460.85
330,268,2,2026-06-04,6,2728.86
331,429,9,2026-12-29,11,2373.69
332,447,8,2026-08-29,11,10574.3
333,352,7,2026-10-06,24,1871.04
334,361,2,2025-11-05,5,2505.4
335,198,2,2026-01-05,13,10517.78
336,401,10,2025-04-26,24,6248.64
337,177,10,2025-06-24,1,1009.15
338,71,9,2026-08-25,21,9154.95
339,345,9,2025-05-15,19,8219.78
340,292,1,2026-09-28,16,16699.36
341,473,5,2026-03-05,16,3261.76
342,238,4,2025-04-26,8,1246.0
343,343,6,2026-04-08,24,17436.48
344,271,9,2025-11-01,10,2581.5
345,89,3,2025-04-09,25,6214.5
346,66,5,2026-04-17,8,1517.76
347,213,3,2025-12-09,1,801.63
348,409,8,2026-06-19,19,2441.69
349,246,6,2025-08-03,13,4341.87
350,9,5,2025-04-11,22,11361.68
351,80,8,2025-05-08,6,1258.74
352,257,7,2025-03-29,14,15271.62
353,311,1,2025-02-15,19,2582.48
354,273,2,2026-10-23,5,1601.3
355,460,8,2025-01-04,2,1665.8
356,195,1,2026-11-01,4,2071.68
357,20,10,2026-10-31,13,11934.39
358,207,1,2025-02-20,14,2876.86
359,14,4,2025-12-11,13,13548.99
360,124,7,2026-10-09,24,8630.16
361,17,6,2025-08-15,10,13600.3
362,273,8,2026-01-02,25,8006.5
363,441,5,2026-06-09,5,4110.8
364,276,4,2025-02-17,4,1868.88
365,153,9,2026-04-14,17,11336.96
366,45,5,2025-05-11,10,6743.6
367,271,6,2026-08-20,9,2323.35
368,461,5,2025-06-25,25,2484.25
369,117,2,2026-09-27,10,2091.7
370,405,8,2026-01-05,9,3270.24
371,441,2,2026-08-05,8,6577.28
372,332,7,2025-02-04,23,1307.78
373,422,9,2025-07-19,23,22289.07
374,458,3,2026-07-21,17,3664.01
375,474,10,2026-10-27,4,3125.72
376,200,10,2025-06-04,10,4313.4
377,332,8,2025-10-20,13,739.18
378,195,1,2026-03-05,25,12948.0
379,299,2,2025-04-06,12,15167.52
380,435,7,2025-11-29,9,2846.79
381,94,4,2026-03-23,4,4940.08
382,357,8,2025-12-12,17,1638.46
383,103,3,2026-03-30,25,14487.5
384,173,9,2025-01-18,6,209.1
385,43,4,2025-02-14,3,2027.97
386,380,8,2025-02-23,22,3920.62
387,190,1,2025-04-07,7,6748.21
388,257,7,2026-01-16,14,15271.62
389,8,10,2026-08-29,14,6540.1
390,468,1,2026-05-17,14,12648.02
391,250,8,2026-04-02,10,3213.4
392,161,9,2025-10-05,18,10073.34
393,167,1,2025-09-06,21,10323.6
394,285,5,2025-01-31,2,575.96
395,444,7,2026-01-26,5,852.0
396,403,3,2025-09-16,11,1125.3
397,108,8,2026-05-11,1,735.3
398,479,9,2026-09-14,12,5594.16
399,251,8,2025-01-20,6,4931.46
400,470,10,2026-11-29,6,3225.6
401,229,2,2025-08-16,4,2336.92
402,184,8,2025-07-12,2,2568.62
403,469,8,2025-12-06,3,801.24
404,244,8,2025-06-21,21,4214.91
405,411,5,2025-12-31,7,4109.21
406,483,3,2025-04-23,6,7491.0
407,334,2,2026-04-18,1,563.99
408,490,2,2026-01-05,19,1776.5
409,64,5,2025-10-28,11,1330.01
410,24,6,2026-02-10,1,38.72
411,450,5,2026-03-06,10,8942.6
412,112,3,2026-05-12,17,15105.86
413,257,10,2025-02-02,21,22907.43
414,118,2,2025-12-07,20,1365.0
415,131,9,2026-11-06,14,14515.2
416,398,6,2025-10-26,9,509.31
417,234,10,2026-03-16,14,1945.16
418,293,1,2025-04-19,1,499.15
419,174,6,2025-02-13,15,3642.75
420,247,8,2026-01-13,17,9532.41
421,297,8,2026-05-27,24,4461.84
422,445,4,2026-04-17,17,1840.76
423,436,2,2025-12-17,25,13036.75
424,19,8,2025-11-20,5,169.75
425,300,9,2025-01-24,9,6405.3
426,158,10,2025-11-22,21,14555.73
427,100,1,2026-05-26,8,7107.04
428,345,9,2025-06-18,18,7787.16
429,120,1,2026-01-05,2,685.92
430,347,4,2025-11-24,17,6630.34
431,242,3,2026-02-14,13,6797.83
432,441,9,2025-09-21,8,6577.28
433,293,8,2025-08-03,13,6488.95
434,444,4,2025-12-06,19,3237.6
435,263,10,2025-11-03,19,5888.1
436,444,6,2026-03-09,13,2215.2
437,65,1,2026-06-30,23,2559.21
438,458,6,2026-10-20,2,431.06
439,121,1,2026-09-11,13,7791.42
440,339,3,2025-05-05,15,5187.9
441,106,1,2025-10-03,22,935.0
442,13,7,2026-05-17,13,6310.33
443,338,10,2026-07-18,14,6964.72
444,232,2,2025-01-26,14,8652.56
445,253,9,2025-12-12,21,18978.75
446,480,10,2025-06-27,15,454.5
447,102,6,2026-12-08,18,19264.68
448,112,5,2026-09-18,6,5331.48
449,332,8,2026-12-27,18,1023.48
450,323,9,2025-05-08,24,2496.48
451,375,10,2026-02-12,10,7200.1
452,107,9,2026-01-16,14,915.04
453,45,8,2025-04-27,5,3371.8
454,181,4,2026-07-07,13,2233.53
455,169,4,2025-06-29,4,533.24
456,381,2,2025-06-10,23,22901.1
457,44,5,2025-11-19,5,6152.55
458,251,5,2025-05-26,7,5753.37
459,225,10,2025-01-31,19,11162.69
460,416,3,2025-08-13,13,4852.38
461,100,10,2025-01-11,19,16879.22
462,408,3,2026-09-12,9,7931.34
463,492,10,2025-09-25,1,501.75
464,441,9,2025-09-08,6,4932.96
465,175,10,2025-07-02,14,2291.24
466,111,9,2025-06-11,10,398.0
467,105,7,2026-05-16,20,2894.8
468,375,6,2025-02-23,17,12240.17
469,273,6,2026-06-22,25,8006.5
470,207,9,2026-05-03,12,2465.88
471,350,2,2026-09-22,21,4616.01
472,426,10,2026-08-26,13,10800.4
473,415,5,2025-07-11,18,6327.36
474,121,5,2025-09-22,19,11387.46
475,162,10,2026-12-24,25,1898.5
476,45,4,2025-06-22,16,10789.76
477,365,3,2025-03-24,24,3164.4
478,399,9,2025-02-05,21,18718.14
479,125,3,2025-06-02,5,5050.3
480,198,4,2025-12-08,10,8090.6
481,166,3,2025-10-15,12,3342.0
482,263,10,2026-04-08,4,1239.6
483,275,8,2025-02-07,16,20463.68
484,92,7,2026-07-06,3,671.19
485,46,9,2025-03-30,3,1905.63
486,420,2,2026-07-29,10,1495.2
487,216,4,2026-11-14,2,597.58
488,312,6,2026-12-20,14,3150.84
489,28,7,2025-11-19,12,7730.04
490,215,6,2025-05-05,22,19497.28
491,31,1,2026-08-27,13,7659.08
492,438,3,2025-06-25,11,3830.86
493,442,6,2026-08-09,24,14248.56
494,283,9,2026-11-26,4,1387.36
495,292,6,2026-10-28,24,25049.04
496,113,3,2026-09-27,19,1881.57
497,492,2,2025-05-24,6,3010.5
498,214,1,2025-12-25,20,4435.4
499,496,4,2025-12-10,22,3343.56
500,361,6,2025-06-09,3,1503.24
501,319,4,2026-01-31,24,25431.36
502,194,9,2026-04-19,20,6479.0
503,94,10,2025-04-11,10,12350.2
504,162,7,2025-08-09,1,75.94
505,244,9,2026-05-22,25,5017.75
506,88,8,2025-10-21,10,4076.3
507,11,5,2025-05-13,1,725.1
508,399,2,2026-11-29,5,4456.7
509,413,5,2025-05-20,16,6459.2
510,362,8,2025-11-09,24,10116.0
511,25,6,2026-07-12,19,16744.32
512,282,9,2025-07-22,10,3424.6
513,424,5,2026-07-16,14,3547.74
514,476,3,2026-02-11,18,14986.98
515,161,10,2025-11-12,12,6715.56
516,21,8,2025-12-13,11,52.47
517,32,5,2025-01-21,14,6902.98
518,13,8,2026-06-15,12,5824.92
519,27,1,2026-09-15,15,10358.25
520,325,4,2025-09-07,10,4346.0
521,80,6,2025-08-28,16,3356.64
522,427,2,2026-08-04,9,6749.01
523,285,1,2025-02-22,15,4319.7
524,210,5,2026-09-08,16,5258.24
525,488,10,2026-04-04,13,651.56
526,440,6,2025-11-28,25,15220.0
527,174,3,2025-03-15,13,3157.05
528,188,5,2025-03-09,12,5769.84
529,263,2,2025-10-08,6,1859.4
530,430,6,2026-03-07,8,7858.56
531,500,1,2025-06-17,10,2629.2
532,270,8,2025-05-17,23,6361.11
533,226,1,2026-05-07,2,1680.48
534,26,10,2026-01-05,3,501.9
535,269,9,2026-02-14,3,1011.51
536,363,9,2026-02-02,16,8352.96
537,361,2,2026-01-04,22,11023.76
538,494,6,2025-02-11,1,979.22
539,123,5,2026-09-17,11,3397.24
540,155,2,2026-02-20,3,217.53
541,499,10,2025-02-28,25,7764.75
542,376,8,2026-03-20,9,7303.95
543,178,10,2025-06-23,13,6099.86
544,51,6,2026-04-30,22,12533.4
545,31,6,2025-10-19,20,11783.2
546,151,10,2026-02-16,18,5403.24
547,226,3,2025-05-21,19,15964.56
548,261,7,2025-10-27,24,5199.36
549,160,10,2026-10-19,1,197.27
550,411,6,2025-08-22,10,5870.3
551,290,5,2026-04-23,18,3417.84
552,69,1,2025-06-22,15,11732.55
553,272,10,2026-03-26,10,2830.5
554,61,4,2026-12-05,7,2764.44
555,388,10,2026-12-28,8,6815.04
556,454,1,2026-05-22,21,2532.6
557,453,10,2026-06-08,12,9549.48
558,120,4,2026-08-13,9,3086.64
559,356,1,2026-08-23,20,15035.0
560,421,10,2025-12-31,7,1532.23
561,145,4,2026-04-28,21,15471.54
562,500,6,2025-07-24,23,6047.16
563,460,6,2026-01-19,8,6663.2
564,209,8,2025-04-23,10,425.1
565,93,4,2025-06-27,14,9539.18
566,175,1,2026-12-19,19,3109.54
567,151,4,2026-04-14,3,900.54
568,142,8,2026-07-20,23,14406.05
569,100,2,2025-10-06,10,8883.8
570,101,6,2025-02-16,23,272.55
571,478,9,2026-03-03,22,13356.64
572,274,8,2025-11-28,25,3648.25
573,188,2,2026-02-06,19,9135.58
574,139,2,2026-06-10,12,578.52
575,363,10,2026-09-25,7,3654.42
576,482,5,2026-10-26,3,1235.82
577,332,9,2026-07-07,5,284.3
578,254,1,2025-12-10,17,20465.79
579,423,8,2026-03-07,18,10536.3
580,467,6,2026-12-28,8,3213.84
581,158,7,2026-06-27,24,16635.12
582,388,9,2025-01-09,13,11074.44
583,146,10,2025-04-27,2,1244.64
584,369,7,2025-09-26,14,2987.32
585,471,10,2025-11-12,23,14036.67
586,145,3,2025-01-31,9,6630.66
587,223,9,2025-04-01,18,8026.38
588,3,8,2026-03-29,16,6866.88
589,294,2,2025-05-24,21,200.13
590,392,4,2026-05-01,25,4943.25
591,150,8,2026-07-12,1,353.43
592,209,6,2025-08-21,9,382.59
593,161,4,2025-05-30,11,6155.93
594,428,10,2026-03-08,11,3175.92
595,305,8,2026-04-20,21,2231.88
596,98,6,2026-01-20,25,3101.0
597,335,4,2026-05-25,2,626.72
598,288,10,2025-11-02,25,10399.5
599,412,2,2026-08-22,2,1828.08
600,319,2,2026-06-09,19,20133.16
601,196,8,2025-12-18,15,9816.6
602,301,10,2026-11-17,6,1371.84
603,231,2,2025-05-18,20,6448.4
604,154,4,2025-02-14,2,1000.58
605,300,1,2025-11-07,5,3558.5
606,269,2,2026-11-22,2,674.34
607,199,2,2025-06-27,23,17658.02
608,287,6,2026-08-30,11,4484.37
609,455,4,2026-08-10,22,11560.34
610,378,8,2026-01-10,11,3337.84
611,292,10,2025-06-26,25,26092.75
612,178,5,2026-01-11,7,3284.54
613,6,4,2026-03-09,25,7626.0
614,11,4,2026-05-13,11,7976.1
615,38,2,2026-10-14,6,2270.22
616,249,6,2026-11-17,20,22677.4
617,385,5,2025-07-04,7,6685.84
618,435,4,2025-04-08,11,3479.41
619,222,2,2026-09-26,22,5864.54
620,40,4,2026-04-07,6,5362.44
621,162,5,2025-01-12,10,759.4
622,85,4,2026-03-28,12,6324.6
623,383,7,2026-07-02,11,7803.51
624,59,7,2025-08-01,20,4572.6
625,435,9,2026-12-21,23,7275.13
626,420,10,2026-05-07,1,149.52
627,174,5,2026-07-10,15,3642.75
628,333,5,2025-10-08,21,14582.19
629,468,7,2026-03-01,14,12648.02
630,78,9,2026-02-04,13,7122.7
631,199,2,2025-06-15,20,15354.8
632,370,6,2025-12-19,24,22955.28
633,158,4,2026-06-18,17,11783.21
634,486,3,2025-11-24,21,5717.25
635,159,7,2026-03-28,16,6178.88
636,344,2,2025-06-20,12,4622.04
637,177,6,2026-12-31,14,14128.1
638,21,2,2025-01-15,20,95.4
639,419,3,2026-03-18,17,18958.06
640,487,4,2026-03-26,23,18934.06
641,326,5,2026-01-30,10,1918.7
642,470,3,2026-12-11,4,2150.4
643,223,7,2025-03-27,25,11147.75
644,448,4,2025-02-25,8,8565.68
645,382,8,2025-12-13,4,1469.2
646,148,1,2025-10-09,17,8089.28
647,171,1,2026-12-21,13,4942.86
648,21,4,2025-09-11,23,109.71
649,461,5,2025-01-11,10,993.7
650,395,6,2026-06-10,6,5817.42
651,290,4,2025-09-17,23,4367.24
652,347,4,2026-02-14,2,780.04
653,163,1,2025-04-11,8,6125.6
654,493,10,2026-11-27,24,1141.92
655,430,9,2025-08-14,10,9823.2
656,183,2,2026-05-08,22,9342.52
657,237,5,2026-12-18,1,227.45
658,5,7,2026-01-25,16,16145.6
659,212,6,2025-04-08,8,4249.68
660,53,7,2025-08-15,5,571.2
661,158,10,2025-02-09,18,12476.34
662,366,10,2025-02-06,3,1905.39
663,115,1,2026-07-23,7,930.09
664,238,5,2025-09-07,9,1401.75
665,404,6,2025-07-09,21,670.74
666,85,1,2025-07-13,7,3689.35
667,355,7,2025-12-10,11,223.85
668,13,10,2025-11-04,10,4854.1
669,241,2,2026-06-21,7,7578.62
670,57,7,2026-01-27,19,10465.96
671,456,10,2025-01-29,9,1037.97
672,76,2,2025-09-21,7,4674.53
673,321,6,2026-09-28,6,2530.56
674,400,1,2026-11-20,1,288.98
675,135,6,2025-03-04,21,10525.83
676,115,5,2025-12-10,1,132.87
677,166,8,2026-12-09,25,6962.5
678,78,6,2025-10-18,5,2739.5
679,319,3,2026-03-09,3,3178.92
680,189,7,2025-09-12,4,1821.52
681,233,7,2025-10-20,24,14105.04
682,137,3,2026-03-10,19,7382.26
683,93,5,2025-05-06,11,7495.07
684,299,3,2026-01-15,24,30335.04
685,358,5,2025-10-14,24,21925.2
686,110,9,2026-06-22,5,2343.1
687,253,6,2025-05-19,14,12652.5
688,196,5,2026-05-17,11,7198.84
689,342,9,2025-04-22,15,9280.95
690,322,8,2026-01-29,15,10204.2
691,371,2,2026-10-20,7,7169.12
692,101,8,2025-03-05,25,296.25
693,407,1,2026-07-31,17,5564.27
694,65,4,2025-10-19,13,1446.51
695,430,2,2025-09-27,1,982.32
696,205,1,2025-11-14,5,315.5
697,260,8,2026-08-29,18,2274.48
698,429,7,2025-12-18,14,3021.06
699,166,2,2025-10-15,15,4177.5
700,350,10,2026-12-09,18,3956.58
701,48,2,2026-08-09,3,1930.29
702,97,9,2025-06-19,9,5296.59
